Sr. No.,Symbol,Exchange,Section,T4,T3,T2,T1, Max value ,Entry leg 1,Entry Leg 2,Min Lot Size
1258,TI,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1259,TIDEWATER,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1260,TIIL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1261,TIINDIA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1262,TIMETECHNO,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1263,TIMKEN,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1264,TINPLATE,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1265,TIPSINDLTD,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1266,TIRUMALCHM,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1267,TITAGARH,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1268,TMB,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1269,TNPETRO,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1270,TNPL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1271,TORNTPOWER,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1272,TRACXN,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1273,TREL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1274,TRF,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1275,TRIDENT,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1276,TRIGYN,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1277,TRIL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1278,TRITURBINE,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1279,TRIVENI,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1280,TRU,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1281,TTKHLTCARE,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1282,TTKPRESTIG,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1283,TTML,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1284,TV18BRDCST,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1285,TVSELECT,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1286,TVSHLTD,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1287,TVSSCS,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1288,TVSSRICHAK,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1289,TVTODAY,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1290,UCOBANK,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1291,UDAICEMENT,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1292,UFLEX,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1293,UGARSUGAR,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1294,UGROCAP,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1295,UJJIVAN,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1296,UJJIVANSFB,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1297,UNICHEMLAB,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1298,UNIDT,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1299,UNIONBANK,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1300,UNIPARTS,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1301,UNIVCABLES,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1302,UNOMINDA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1303,URJA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1304,USHAMART,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1305,USK,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1306,UTIAMC,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1307,UTINIFTETF,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1308,UTKARSHBNK,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1309,UTTAMSUGAR,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1310,VADILALIND,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1311,VAIBHAVGBL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1312,VAKRANGEE,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1313,VALIANTORG,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1314,VARDHACRLC,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1315,VARROC,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1316,VASCONEQ,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1317,VASWANI,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1318,VBL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1319,VENKEYS,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1320,VENUSPIPES,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1321,VERANDA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1322,VESUVIUS,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1323,VETO,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1324,VGUARD,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1325,VIDHIING,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1326,VIJAYA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1327,VIKASECO,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1328,VIKASLIFE,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1329,VIMTALABS,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1330,VINATIORGA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1331,VINDHYATEL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1332,VINYLINDIA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1333,VIPIND,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1334,VISAKAIND,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1335,VISESHINFO,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1336,VISHAL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1337,VISHNU,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1338,VISHWARAJ,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1339,VLEGOV,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1340,VLSFINANCE,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1341,VMART,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1342,VOLTAMP,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1343,VPRPL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1344,VRLLOG,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1345,VSSL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1346,VSTIND,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1347,VSTTILLERS,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1348,VTL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1349,WABAG,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1350,WATERBASE,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1351,WEBELSOLAR,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1352,WELCORP,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1353,WELENT,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1354,WELSPUNIND,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1355,WENDT,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1356,WESTLIFE,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1357,WHEELS,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1358,WHIRLPOOL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1359,WINDLAS,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1360,WOCKPHARMA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1361,WONDERLA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1362,WSTCSTPAPR,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1363,XCHANGING,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1364,XPROINDIA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1365,YASHO,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1366,YATHARTH,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1367,YESBANK,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1368,YUKEN,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1369,ZEEMEDIA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1370,ZENSARTECH,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1371,ZFCVINDIA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1372,ZIMLAB,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1373,ZODIACLOTH,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1374,ZOMATO,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1375,ZOTA,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1376,ZUARI,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1377,ZUARIIND,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
1378,ZYDUSWELL,NSE,EQ,Monthly,Weekly,Daily,Hourly," 200,000.00 ",Buy Equity,,2
